Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.902548944555666	0.032814270365968
MIRLET7E	406887	0.902548944555666	0.0395563107226105
POLR2K	5440	0.902691675441723	0.0392650087039623
		0.902708220339643	-0.025474807680653
FOXH1	8928	0.90290391132295	0.0243086444778555
		0.903045323151188	-0.02850373641725
CHIA	27159	0.903130414590897	-0.0246096659137534
		0.903185869968121	-0.0638325984335673
EMC4///EMC4	51234///51234	0.903259161224959	0.0283961095058256
		0.903264668421795	-0.0311160694428914
STH	246744	0.903349586282787	0.0261341048344992
		0.90340185416858	-0.025082931344989
NEUROD4	58158	0.903414297272847	-0.0232283878834503
ZNF385C	201181	0.903414297272847	0.0334755230419574
		0.903414297272847	-0.0445421548601401
C8orf4	56892	0.903414297272847	-0.0455194008671342
		0.903434303090008	-0.0233527913799541
		0.903456365281684	0.035217366216783
		0.903528582482368	0.0223981449440558
PINLYP	390940	0.903528582482368	-0.0535755854638698
FAM86C2P	645332	0.903574676946647	0.036301937710955
		0.903589139761175	0.0619841227902089
		0.903891872915775	0.0324603164149178
POLR2C	5432	0.903916429858151	0.0274779297645678
SOD3	6649	0.903937749605968	0.0267136319696961
OPN1SW	611	0.903937749605968	0.0256727898135201
		0.903990527680032	0.0539887145384612
BCOR///BCOR	54880///54880	0.904055514685066	-0.0374908897855484
DNAAF1	123872	0.904055514685066	0.0216841365967362
RPS21	6227	0.904069610362015	0.0422481194615374
		0.90410287893481	-0.0132157248438234
IL22RA1	58985	0.90410287893481	-0.0281083062750591
		0.90410287893481	-0.0360727426013985
		0.90410287893481	0.0539868018461531
LRRIQ1	84125	0.904151929807068	-0.0207832345454544
		0.904151929807068	0.0288925857156173
		0.904151929807068	0.0239821683962713
NEUROG3	50674	0.904151929807068	0.0297056473403261
		0.904151929807068	0.0619722304265728
		0.904151929807068	-0.0155597155314688
RXRG	6258	0.904151929807068	0.0215626995454548
KRTAP21-1	337977	0.904151929807068	0.0412259432587412
		0.904151929807068	-0.0330061757086253
		0.904151929807068	-0.0163374050303027
		0.904151929807068	0.0252266079557106
CFAP73	387885	0.904189351404105	0.0301469594755241
		0.904189351404105	-0.0264891611305362
PARVA	55742	0.904284700167883	0.0222439711445221
PCP4L1	654790	0.904374588240113	-0.0223894324755243
		0.904374588240113	0.0300272395594408
		0.904374588240113	-0.0306092277435903
		0.904374588240113	0.0241603147389275
TSPAN17	26262	0.904374588240113	0.0369691773263403
TYW1B	441250	0.904374588240113	-0.0495617109277378
		0.904403887603966	0.0396158714615371
		0.904483889413314	-0.0291060720699301
		0.904603012913143	0.04520197060606
		0.904603012913143	0.0342398718135195
FMO2	2327	0.904603012913143	0.0218450900512819
EFCC1	79825	0.904603012913143	-0.0295758215128226
		0.904603585004698	-0.031922429365967
BCAP29	55973	0.904612464120595	-0.0322136223613052
RAB41	347517	0.904612464120595	-0.0213289260489509
PSG2	5670	0.904678365380571	-0.0250333063659678
KRT34	3885	0.904955069853064	0.0322785023729599
C14orf119	55017	0.904981677675208	0.0496297814358977
IHH	3549	0.904981677675208	-0.0350452234708625
		0.904981677675208	-0.0525270762867129
CNTNAP3B///CNTNAP3P2///CNTNAP3	728577///643827///79937	0.905021159818621	-0.0496097247062939
C8orf86	389649	0.905021159818621	0.0242698776666672
DEFB134	613211	0.905022735023992	-0.0221859549020977
		0.905022735023992	0.0398232392144515
		0.905045332077261	0.0466597168578087
		0.905045332077261	0.0122950021212116
		0.905045332077261	0.0176414057226109
		0.905112655321872	0.0391578028554775
ELOVL2-AS1	100506409	0.905112655321872	-0.0260623693146855
LRAT	9227	0.905173537619501	0.0283694136713288
		0.905173537619501	-0.0616307564708629
		0.905200986636079	0.0154606469999998
		0.905200986636079	-0.035225252477856
QTRT2	79691	0.905307261598493	-0.0420061282167836
MIR137///MIR137HG	406928///400765	0.905418146735154	-0.0268533969324012
ZNF214	7761	0.905422045819954	-0.0226663738508162
MYADM	91663	0.905422045819954	0.0970830261002309
DEFB4B///DEFB4A	100289462///1673	0.905496554825718	0.0175895797016312
		0.905513851682084	0.0338448013379953
		0.905513851682084	-0.0331654547412592
		0.905513851682084	-0.0131879062261073
FXR2	9513	0.905513851682084	-0.0373628186293704
		0.905543918993822	-0.0446506012773895
RSPH6A	81492	0.905543918993822	0.0259824687365953
		0.905639911293811	0.0463118258298367
		0.905769995925227	0.0565697795431239
ZAR1	326340	0.905843485419399	0.0312392519860136
		0.905919154566301	-0.0502845598298371
		0.905919154566301	-0.0470489018205127
CPA1	1357	0.905929759575775	0.0267472762167831
FAM170A	340069	0.906040839184876	0.0220542562144521
COG5	10466	0.90611778158626	0.0393011625034951
LOC100419840///ZNF497	100419840///162968	0.90611778158626	0.0254188079766893
NPPA	4878	0.90611778158626	-0.0233790456596741
SPPL3///SPPL3	121665///121665	0.90611778158626	-0.0247213292051303
LINC00504	201853	0.90611778158626	0.0353605150326342
		0.90611778158626	-0.0419427207995344
		0.90611778158626	0.0501541676107222
MINA	84864	0.90611778158626	0.0655725486899756
		0.90611778158626	0.0206290731305359
		0.906238178356421	-0.017480725561771
		0.906305482864404	-0.0189532326969695
		0.906305577709146	0.0157068748414915
		0.906357744364766	0.0104163842424239
		0.906357744364766	-0.0139063186060611
PPP1R17	10842	0.90642386707819	0.0285498224871796
ANO1	55107	0.90642386707819	0.0531321540582752
		0.906427846437124	-0.0441285827738929
		0.906436688178526	0.0412894275198132
SNX16	64089	0.906487171873695	-0.056158645832169
ANKRD39	51239	0.906498735470819	-0.0268158268041967
		0.906512615060628	0.0140365636946389
BEST3	144453	0.906522533721234	0.0893761910303028
		0.906522533721234	0.0415519187599074
		0.906522533721234	-0.0380709492097902
		0.906527258170574	0.0480050373449874
GPAT2	150763	0.906583653806248	-0.0408814953589749
C11orf54	28970	0.906647493414931	0.0428573786853148
SYT8	90019	0.906647493414931	-0.0207145130489517
MRPS31P5	100887750	0.906787055996185	0.0442055846503502
ADRA1A	148	0.906843880552782	0.019932257717949
PIWIL2	55124	0.907036025114483	-0.0259969105827502
		0.907036025114483	-0.0340254577272727
AK3	50808	0.907133717414826	-0.0394763854638693
		0.90721047504741	-0.0409263371911428
		0.90733373731018	-0.0267928702960378
		0.90733373731018	0.023426605820513
LARP6	55323	0.907455137619545	0.0447216561934729
		0.907477040377081	-0.12171449023077
		0.907643803863171	0.0428338430559441
EEF1A1///EEF1A1	1915///1915	0.907643803863171	-0.0224216378787876
PCDHB17P	54661	0.907643803863171	-0.0247088530046629
C8orf82	414919	0.907700719030491	-0.0226761388578085
GPX6	257202	0.907700719030491	0.0252277839114221
APOC4-APOC2///APOC4	100533990///346	0.907766696297536	-0.0329353712913756
TUBA3C	7278	0.907813050916843	0.0352127091748242
		0.907813050916843	0.032710590107226
RFPL1	5988	0.907844261821015	0.0234398392540789
CYP21A1P///CYP21A2	1590///1589	0.907911345983985	-0.0317282948881124
		0.908024368232702	-0.0438854059184157
		0.908024368232702	-0.0313034093682987
OR4A5	81318	0.908039832782505	-0.0252400815827509
ZDHHC13	54503	0.908058011243452	-0.0456872458601421
TAC4	255061	0.908058011243452	-0.0294890238414913
ODF3	113746	0.908141040932181	0.0237902844195803
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.908203317320058	-0.0570754828951046
CFHR4	10877	0.908223312868368	0.0247683055944057
		0.908223312868368	-0.0473862854125882
DEFB131	644414	0.90825596119551	0.016715826524476
		0.90843546356278	0.0633207901048953
		0.90850325336707	0.039802061717948
		0.90850325336707	0.0240806256386947
PP14571	100130449	0.90850325336707	-0.0309883678135208
		0.90850325336707	-0.0511811479790212
PTCHD1	139411	0.90850325336707	-0.0365605836386953
RABGEF1	27342	0.90850325336707	-0.0463021272750588
MIR7-3HG	284424	0.90850325336707	-0.0259136800489514
GGTLC1	92086	0.908507252293222	-0.0333822116293714
		0.908555988286429	-0.0303286617575753
ABCD4///ABCD4	5826///5826	0.908568143096651	-0.0279490447016313
		0.908568143096651	-0.022198476116551
GRIN3A	116443	0.908568143096651	-0.020914951867133
SURF1	6834	0.908584137839573	-0.0310361026969694
DEFB112	245915	0.908726931957836	0.0242160189440557
		0.908726931957836	-0.0262962487669003
		0.908845784935327	0.0151178165384613
SLC25A41	284427	0.908845784935327	0.0237099990745913
		0.908857557774704	-0.0305992940769233
		0.90893801897377	-0.0255384593216785
		0.90921462903475	-0.028255744522145
TCF23	150921	0.909247763175155	-0.0234295383939394
		0.909257187367119	0.0592539978624709
C11orf72	100505621	0.909342987829648	0.0279637167738924
UBE2L6	9246	0.909439205886269	-0.0337694903123538
		0.909515134782218	-0.0297510107482513
LRRC49	54839	0.909892782260993	0.0309855887902097
		0.909940751697773	-0.0340890461888117
		0.91005575179535	0.0220144598904426
SLCO1B1	10599	0.910183262587158	-0.0136386339860142
ZNF679	168417	0.910225644733947	-0.0212791799557115
		0.910293162007365	-0.0542214820139861
		0.910466560448605	0.0122503509953376
ITGAX	3687	0.910495669330619	-0.0687664832587416
		0.910579837033079	0.0572101742843829
		0.910600833883906	0.023767825365967
AAR2	25980	0.910600833883906	-0.0269595940372964
GPIHBP1	338328	0.910600833883906	-0.0260202688927738
ZNRF3-AS1	100874123	0.910630011116201	0.0245623690023309
CRISP1	167	0.910689745170837	0.0202300931212123
TAS2R1	50834	0.910696967722438	0.021789722282052
		0.910696967722438	0.0309724649650347
OR4A47	403253	0.9107419840051	-0.0228996794522147
		0.9107419840051	0.0294366016759908
		0.910765782431127	0.0337308415547781
OR5AC2	81050	0.910772805638383	0.0176209086130532
CLEC18B///CLEC18A///CLEC18C	497190///348174///283971	0.910920930255714	0.0464760375198141
ZNF581	51545	0.910920930255714	-0.0340898800163183
PPP2R5E	5529	0.910920930255714	0.0210202716060612
LOC399886	399886	0.910940375593797	-0.0283050430885776
		0.911082138687391	-0.0326599113076922
ABHD1	84696	0.911099943043399	0.025964932734265
NKX6-2	84504	0.911099943043399	0.0236672246293708
		0.911099943043399	0.0225016462610723
		0.911108804280304	-0.0601241706503508
KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	3812///3811///3805///3804///3803///3802///3812///3811	0.911108804280304	-0.0437165042867136
		0.911114318134801	0.0305200875734264
		0.911114318134801	0.0598085174428906
GABRP	2568	0.911116466773265	0.0214726426456879
SLC35E3	55508	0.911116466773265	-0.0480359464102555
GLT6D1	360203	0.911116466773265	-0.0244348420489513
ECI2	10455	0.911116466773265	-0.0515635615151515
SGIP1	84251	0.911116466773265	-0.0326042224172496
MRPS33	51650	0.911203834033063	0.0454537234568768
		0.911221814041943	-0.0299104356969702
		0.911221814041943	0.0152466994242424
		0.911246340344048	0.0284046641118874
		0.911273847554212	0.0346170812307691
		0.911406903170547	0.0137044961025636
		0.911485739665989	-0.0200668847878789
TRPM5	29850	0.911576927981112	0.0249172799370623
		0.911627431072605	0.0231964037575758
		0.911645110682934	0.0129997639883443
LZTS1-AS1	100874051	0.911645110682934	-0.0271416413240093
ZNF683	257101	0.911651843519324	-0.0326347845920747
KRT4	3851	0.911651843519324	-0.0210168379417253
		0.911754367922866	0.0748885846876455
CNTN4	152330	0.911850100222379	-0.0430286430489506
		0.91197314426034	0.0611954477878784
PLEKHA8	84725	0.911983644600862	-0.0546029823566432
		0.911983644600862	-0.0280049878578126
		0.912074609361653	-0.044892594503497
ZNF230	7773	0.912143781814763	-0.0497854510722613
		0.912238006162498	0.0177342905291371
KCNQ1DN	55539	0.912254477593807	-0.0251087850536136
		0.912317194756169	-0.0236611137529139
TFEC	22797	0.912369693720685	0.0903352537505828
DKK3	27122	0.912431170346588	-0.0241383503473189
DICER1-AS1	400242	0.912608641424799	0.0303935392447547
		0.912608641424799	-0.0248518456153857
		0.912710418679621	0.0120876090279722
COPS9///COPS9	150678///150678	0.91277998030346	-0.026391993284383
		0.912851020602782	-0.0251820316969695
		0.912856256832979	0.0374838830000002
		0.912856256832979	0.0558928204289044
		0.912856256832979	-0.0301923891678326
MOSPD2	158747	0.912856256832979	0.0485399999976677
CMC2	56942	0.912856256832979	0.0521354992400926
		0.912856256832979	-0.0259780864289048
		0.912856256832979	-0.0380781576153844
		0.912975923244702	0.0299554212517483
ACTR3	10096	0.913057648132919	0.0254698349650315
ITIH3	3699	0.913477265556664	-0.0363047009184152
TSPAN1	10103	0.913479511756396	0.0239120639790205
		0.913509682333893	-0.0280296637668997
AOC2	314	0.913509682333893	0.0241129328881104
CAPSL	133690	0.913512495340705	0.0420603164731927
INSC	387755	0.913649404293661	-0.036014730503497
PRPF39	55015	0.913700148832165	-0.0334187520512819
GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	728047///653720///653125///653075///653073///643699///283796	0.913713936408602	0.0485242504871781
HDHD2	84064	0.913729483136693	-0.0353499692237769
		0.913729483136693	0.0375671469953378
		0.913794101347862	0.0481233431235424
		0.913794101347862	-0.0237116428065272
		0.913805831396561	0.0444102628041958
		0.91388920573787	-0.0249700277785547
		0.913923341083449	-0.0344743642610741
B4GALNT1	2583	0.913923341083449	0.0354677932517484
LOC100996634	100996634	0.913923341083449	0.0394304082540788
CARD8	22900	0.914473410098843	0.0325678765081578
SEBOX	645832	0.91448856075725	0.0245117288951047
		0.91453533974198	-0.0319618035477855
		0.91456087239088	0.0319589866713286
		0.91456087239088	0.065953329331002
SLC36A2	153201	0.914652507111298	0.0194943937948717
		0.914670910623124	-0.0382026111305365
NBEAL1	65065	0.914718406228471	0.0451075643240078
ADH7	131	0.914867501311687	0.0217032200372955
		0.914903698734632	-0.013781524682984
BMP4	652	0.914917291066208	0.0512168424312351
C17orf80	55028	0.914994891382883	0.0339746796270388
NDNF	79625	0.914995720044578	0.0224158487435893
LCE3A	353142	0.914995720044578	-0.0246911912913754
CDC42EP5	148170	0.914995720044578	0.0256811540116546
NIPSNAP1	8508	0.915044568757266	-0.0398740414568746
GPR139	124274	0.91505781070438	-0.0299702647482523
LOC280665	280665	0.915075900546768	-0.0299811506060603
C8B	732	0.915075900546768	0.0206502587762238
		0.915075900546768	-0.0306279339184146
MED12	9968	0.915267743107893	-0.0296106918624712
		0.915267743107893	0.0171091883310015
TMEM177	80775	0.915267743107893	0.0442817861538458
		0.915267743107893	-0.0482340785128201
KISS1R	84634	0.9153266156948	0.025492365806528
		0.9153266156948	-0.0101231330629368
UNCX	340260	0.915495537455014	-0.0282452748018649
A1BG	1	0.915520382727199	0.0263042994149183
GJA9-MYCBP///GJA9	100527950///81025	0.915520382727199	-0.0156239580699298
CYP26B1	56603	0.915520382727199	-0.0253215183426567
OR51A2	401667	0.915583131954583	0.0190779410606057
DUSP21	63904	0.915620277301232	-0.0226631347389277
CCDC151	115948	0.91578055175778	0.0188367911375291
MYOT	9499	0.915795278696611	-0.0214156979440556
DCUN1D4	23142	0.915826927081131	-0.0449931567808877
AREG	374	0.915826927081131	0.0472060749207452
		0.915832334916822	-0.0434477797668995
ZNF785	146540	0.915878332831324	0.0342907713496494
		0.915878332831324	0.0217594245664334
ZP1	22917	0.915878543210962	0.0283255677482517
		0.915878543210962	0.0590175315641024
DNALI1	7802	0.915878543210962	-0.0261029850885777
		0.915932649364498	0.0169888195897432
		0.916142074269306	0.0150019367109557
		0.916239158223849	-0.0209177039930077
		0.916311266267294	0.0375607352703966
		0.916381479394175	-0.0793960936550118
		0.916381479394175	-0.0589158155034966
		0.91648398885463	-0.0474199966713287
FXYD6-FXYD2///FXYD2	100533181///486	0.916497727053552	-0.0399994128578092
OR1L4	254973	0.916525444971285	-0.0212055293613052
CDK11B	984	0.916674488334725	0.0704805131794863
CWC22	57703	0.916674488334725	0.0284133714498829
		0.916688634456673	0.0634669651911413
LYPD1	116372	0.916752592227023	-0.0238505176200476
CLCN1	1180	0.916752592227023	0.0233691842960368
ECHDC3	79746	0.916752592227023	-0.0379443744335681
		0.916752592227023	0.0255645755571088
SCN3B	55800	0.916912874720889	-0.027374890738928
ZNF628	89887	0.916927303760417	0.0188544718041959
TRDN	10345	0.917048858784464	-0.0180525983729605
		0.917048858784464	-0.0746088478461537
SNORD50B	692088	0.917048858784464	-0.0577979855804198
CRLF1	9244	0.917078574513759	-0.0276158704871809
		0.917078574513759	0.0223454356456876
		0.917086483859338	-0.026501275589744
		0.917086483859338	0.0368580193473194
		0.917270128864132	-0.0121432936923078
		0.91739633163527	-0.0388435011421908
		0.917451632630001	0.0487600269953377
		0.917458335460358	0.0228976830932397
RAB40A	142684	0.917474158505414	-0.0249867347972019
		0.917540918447842	0.0639344002820508
GLI3	2737	0.917700638599501	0.0551047250396262
		0.917754550494998	-0.0265563076713287
DSC3	1825	0.917754550494998	0.0834456568321671
CAMSAP1	157922	0.917754550494998	-0.0307681638181814
PCDH18	54510	0.917754550494998	0.0734406077668992
HHIPL1	84439	0.917755614843256	0.020391219780886
NPY	4852	0.917819250339187	-0.0726861599230775
RNF165	494470	0.917952005522623	0.0370879534522137
		0.918001013121872	0.019198695692308
CNTN6	27255	0.918001013121872	-0.0230605170442888
OR6Y1	391112	0.918076255695193	-0.0200956317855474
		0.918202305522686	0.0216144782960366
		0.918274133168706	0.0448033375198129
		0.918362101604907	0.0264825447925401
		0.9184300619211	-0.0249947765710958
		0.9184300619211	-0.0179281697878788
KBTBD12	166348	0.9184300619211	-0.0260123495757583
C1orf186	440712	0.9184300619211	0.0787892318298367
		0.9184300619211	-0.0485694861631707
		0.918627602853417	-0.0278045505664339
CARD14	79092	0.918707664265802	-0.0225635645104898
		0.918800717647678	0.0315753493053608
RPL21P28///RPL21P19///RPL21P44///RPL21	100131205///641293///402176///6144	0.918814172822933	-0.0361623251305367
ZNF593	51042	0.918814172822933	0.0273290806736588
PIGO	84720	0.918836876625896	-0.022000415641025
SHC3	53358	0.918899612542247	0.0283564151864804
		0.918899612542247	-0.0236909683822848
		0.918913172488367	-0.0368530229533803
HES2	54626	0.919078116021083	0.0259933260979022
TRPC6	7225	0.919078116021083	0.0217286776783219
		0.919078116021083	0.0226471283846159
		0.919162732173307	-0.0546609039696975
GABPB1	2553	0.919167281144124	-0.030892120797203
KCTD4	386618	0.919167281144124	0.0237337899440555
		0.919315728198907	0.0174248708857809
TRIOBP	11078	0.919335964014792	0.0221012156573419
BCL2L2-PABPN1///PABPN1	100529063///8106	0.919352484665818	-0.0226261411165503
MAGEA8	4107	0.919389849163349	-0.0299042716783218
		0.919561792147467	0.0528888677249419
NBPF3	84224	0.919561792147467	0.0499965170069929
		0.919561792147467	0.0179187979090911
		0.919721689537008	-0.0265211058694641
		0.919721689537008	0.0125231807738926
		0.919755353541947	0.0308234287156171
		0.919816572291431	0.0246049690862478
DOK5	55816	0.919816572291431	0.0366950250652676
MGST3///MGST3	4259///4259	0.919816572291431	0.0594960805337976
CFB	629	0.919816572291431	-0.0288963782167837
		0.919816572291431	-0.0245952981608397
		0.919863436427982	0.0381739411515136
RBAK-RBAKDN///RBAKDN	100533952///389458	0.919863436427982	0.0232958118065252
		0.919989285028626	0.0656301838764559
		0.919989285028626	0.0175044730582754
EIF5A2	56648	0.920016124515553	0.0396723622494175
TMEM14C	51522	0.920074824820328	0.0560736551468519
OR4N4	283694	0.92012419499277	-0.0293151945780887
		0.920227983925365	-0.0662210883356629
		0.920440216131031	0.0499928155407936
		0.920691161395767	0.0193888055687643
DLSTP1	1744	0.920691161395767	-0.0312746086853162
TAF1L	138474	0.920691161395767	-0.0245026769696981
FAM9C	171484	0.920691161395767	0.02268293851282
C20orf181	100128998	0.920691161395767	0.0209889549347322
		0.920709331156591	-0.0631900046853167
		0.920716751008929	-0.0199070667156178
LINC00896	150197	0.92072035346609	0.0208945630512813
RDH12	145226	0.92072035346609	-0.0232179504125876
		0.92072035346609	-0.0202779224615384
RAX2	84839	0.920767466607745	0.0241733002703945
ADAMTSL3	57188	0.920790685474066	-0.018781530857809
SLC26A5	375611	0.920790685474066	-0.0262004750372959
LOC102723701	102723701	0.920790685474066	0.0339862369860136
		0.920920232653349	0.083467214925407
FAM217A	222826	0.920956634754114	0.0215632923589748
IL13RA2	3598	0.920956634754114	0.0163000276783212
DMBX1	127343	0.920956634754114	-0.0224340448298364
L3MBTL1	26013	0.920956634754114	0.0256026552727269
OR6F1	343169	0.921001694463349	0.0206647107412588
		0.921039735606029	-0.0196147807925442
		0.921174799348144	0.0159315439743586
DPYD	1806	0.921174799348144	0.0859179304498836
		0.921174799348144	-0.0427111546806529
		0.921189179545842	0.0577136588205125
CHST5	23563	0.921189179545842	0.02938448246387
		0.921194936462787	0.0261676739673655
		0.921224435783863	0.0312298425920741
ARSI	340075	0.921340974504851	-0.0291916378881121
IFNA21///IFNA17///IFNA16///IFNA14///IFNA10///IFNA7///IFNA4	3452///3451///3449///3448///3446///3444///3441	0.921343974121261	-0.0200655894242425
FKBP6	8468	0.921416739838876	-0.023324868990676
MRPL52	122704	0.921416739838876	-0.0265830779067597
		0.921488268451254	-0.0220566485058269
C12orf57///C12orf57	113246///113246	0.921488268451254	-0.0385980226177161
		0.921668638120432	0.0366113011748253
INIP	58493	0.921718364925839	0.0323966946107221
		0.921782328072004	0.0254989762657338
DLX3	1747	0.921805702879305	0.0212069395477847
SIGMAR1	10280	0.922013641618492	0.0414763936596731
		0.922025224333193	0.0123559108228437
		0.922025224333193	0.017558306237762
		0.922025224333193	0.0387060173939395
TATDN1	83940	0.922025224333193	-0.0447675476899763
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.922279427833714	-0.020224732869464
		0.922279427833714	0.0225644977389279
		0.922279427833714	0.0354541764685319
CHRNB1	1140	0.922405042288653	-0.0289316765780896
HBCBP	100130083	0.922416609587959	-0.0257967360233105
S100A2	6273	0.922481339940757	0.025945491270396
LRRC3B	116135	0.92248918455372	0.0356598536363633
BBOF1	80127	0.92248918455372	0.0398735248111888
		0.922489807682622	0.0310595863053611
CD209///CLEC4M	30835///10332	0.922489807682622	0.0277708190885777
MAGEA11	4110	0.922489807682622	-0.0239951636060609
		0.922489807682622	-0.0519854040116554
		0.922489807682622	-0.0123457598461543
		0.922489807682622	-0.0179922997505821
		0.922489807682622	-0.0383520478578085
		0.922489807682622	0.0428021163613055
OIT3	170392	0.922521884086966	0.0187107999627045
		0.922521884086966	0.0158077032191142
ZNF518A	9849	0.922538646422697	0.0377538277832157
CNOT11	55571	0.922538646422697	-0.0184954683449892
STX11	8676	0.922560340423411	0.0746005174195794
DPP6	1804	0.922660215370727	-0.0204527118205129
B3GALT2	8707	0.922660215370727	-0.0229985429254076
		0.922660215370727	-0.0432328381864799
		0.922660215370727	-0.00890303217948718
BPIFB3	359710	0.922668779912672	-0.0278900456317022
		0.922733253578121	0.0250031977296032
FTH1P5///FTH1P3///FTH1	2509///2498///2495	0.922733253578121	0.0277840143589732
		0.922733253578121	-0.022595789431235
SCRT2	85508	0.922870727964328	-0.0197484885664334
		0.922900721675194	0.0399795447365969
		0.923184992703011	0.0120697311818185
		0.923218069057598	-0.0305142881328671
		0.923286028431464	0.0369712902750585
C22orf23	84645	0.923354967556268	-0.0237134048508159
ASMTL-AS1	80161	0.923433514434751	0.0343093620466206
KAZN///KAZN	23254///23254	0.923446872924893	-0.0225479869883456
GABRB3	2562	0.923505502848545	-0.0395619981421911
TGIF2LY///TGIF2LX	90655///90316	0.923505502848545	-0.0219643065384618
C8orf44-SGK3///C8orf44	100533105///56260	0.923532503331827	0.0408507274545462
REXO1	57455	0.923532503331827	-0.0238750733892781
GRIK1-AS2	100379661	0.923532503331827	-0.0312444577226105
		0.92360755333313	0.046909729158509
LOC728196///MIR34C	728196///407042	0.92360755333313	-0.0149471019184153
		0.923687568660165	0.0232030361911422
		0.9237601286441	-0.0205192531608391
FAM49B	51571	0.923778957827962	-0.0273162054662031
GRB14	2888	0.924104101117219	-0.0195240174219116
CALML3	810	0.924206144079913	0.0215655206876466
		0.924206144079913	0.0341124144498837
FAM71C	196472	0.924221888722061	0.0344011463566432
SGK494///SPAG5	124923///10615	0.924229464089149	0.0262467588554767
PDE6A	5145	0.9243654245558	-0.0154350672027976
		0.924405867985627	0.0132249914265734
		0.924439453174835	-0.0253519899790211
RBAK	57786	0.924439453174835	0.0265623507039621
		0.924439453174835	-0.00865981603496513
ACKR2	1238	0.924441284740938	0.0313168412773885
GPR45	11250	0.924503566622412	0.0216066057062929
FKTN	2218	0.924557119938304	0.0352369640839143
		0.92468171897842	0.036578584571096
SDK1	221935	0.92468171897842	0.0413772117226099
		0.924692814506574	0.0240559621561767
CLCA3P	9629	0.924692814506574	0.0161935020303035
		0.924712778941785	-0.0138704041701638
		0.924712778941785	-0.0191754305780889
		0.924712778941785	0.0120259172587409
		0.924712778941785	-0.0275343199393943
LYNX1	66004	0.924712778941785	0.0189521192051272
		0.924895773048396	-0.0146173919114214
SCIN	85477	0.924967109386965	0.0366491328414917
C17orf78	284099	0.924981345883676	0.0145841889883447
		0.925041096265076	-0.047208901843824
SH3D19	152503	0.925041096265076	-0.020497518776224
		0.925041096265076	-0.0134141131561769
		0.925041096265076	-0.040603590601398
COL17A1	1308	0.925053944394545	-0.0159148996153853
		0.925053944394545	-0.0104704171864802
CCNL2	81669	0.92507116882062	0.0222212971678317
CGN	57530	0.925077407404625	-0.0228337125734273
KPNA1	3836	0.925077407404625	-0.0235867172820523
DACH2	117154	0.925077407404625	-0.018326356317016
VIL1	7429	0.925092375964525	-0.0200956912424237
LIAS	11019	0.925214059494032	-0.0429717440979012
		0.925230493535036	0.02807787713986
		0.92529625936904	0.0119081657156177
		0.925304888359439	0.0363414024941715
OR14C36	127066	0.925490897226317	0.0305776731212122
KCNK9	51305	0.92560984455401	-0.0270741988321683
PRKG2	5593	0.92560984455401	-0.0486292855174826
		0.925650953248827	-0.0253743349230775
		0.925687850899111	0.059945391755245
		0.925720568057768	0.0308871114242422
		0.925720568057768	0.0168455081794869
		0.925720568057768	0.0386513561515152
HIP1	3092	0.925816222027924	-0.0421155573752907
SLC34A2///SLC34A2	10568///10568	0.925878455780423	-0.0317115414615392
DDX27	55661	0.925925149113909	-0.0274248016736607
CYP2G1P	22952	0.925942275796481	-0.0235990748951052
GPR26	2849	0.926126201021004	-0.0188697083822844
MAP1LC3A	84557	0.926368239507287	0.0230821464172486
KCTD1	284252	0.926387928738823	-0.040244444634034
		0.926398595309659	-0.0274637799743593
C1orf137	388667	0.926398595309659	0.0170310174242423
		0.926429800770222	0.0378896838414917
APCDD1L	164284	0.926429800770222	0.0223183822144515
PCDHA1	56147	0.926429800770222	-0.0384113932867134
DHDH	27294	0.926429800770222	0.0206740347599075
COL12A1	1303	0.926429800770222	0.0115362601421913
		0.926429800770222	-0.0458171142890444
LOC102724238///LOC554249///GLIDR	102724238///554249///389741	0.926455569811316	0.0312722688881104
LACTB	114294	0.926476495114731	-0.0323452736923082
		0.926567257221891	0.0339368524662
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.926671369939939	0.0265014532237755
BPIFB6	128859	0.926671369939939	0.0198716523496492
		0.926781662980374	0.0119672390139858
OR10A4	283297	0.926781662980374	0.0194139028974365
		0.926797613545661	-0.0420914951958045
		0.926797613545661	0.0245306741398608
		0.926797613545661	0.0128721389393935
		0.926797613545661	0.0655776136829829
FGL1	2267	0.926806341117595	0.0135685044452218
		0.926849233591525	-0.0196424867342664
		0.927008919768692	-0.0353414951212123
LINC01559	283422	0.927126037864948	-0.0303300546480187
		0.927217054628573	-0.0460791575268074
		0.927217054628573	-0.0404007179883448
